"编号","类别","中文文案","中文来源","源码原文","出现位置","审核意见"
"NT0445","状态与功能提醒","已安装技能","现有中文/翻译","已安装技能","src/components/content/SkillsHub.vue:53",""
"NT0446","状态与功能提醒","已不在后台列表。","现有中文/翻译","已不在后台列表。","src/components/content/ThreadProcessPanel.vue:44",""
"NT0447","状态与功能提醒","已撤销","现有中文/翻译","已撤销","src/components/api-proxy/ApiProxyPanel.vue:208",""
"NT0448","状态与功能提醒","已到期","现有中文/翻译","已到期","src/components/api-proxy/ApiProxyPanel.vue:208",""
"NT0449","状态与功能提醒","已复制","现有中文/翻译","已复制","src/components/content/FeedbackReportDialog.vue:25",""
"NT0450","状态与功能提醒","已复制 Commit 引用","现有中文/翻译","Copied commit ref","src/components/content/HeaderGitBranchDropdown.vue:46；src/components/content/HeaderGitBranchDropdown.vue:123",""
"NT0451","状态与功能提醒","已关闭","现有中文/翻译","已关闭","src/subtasks.ts:25",""
"NT0452","状态与功能提醒","已合并","现有中文/翻译","已合并","src/components/content/AutomationRunList.vue:23",""
"NT0453","状态与功能提醒","已结束","现有中文/翻译","已结束","src/components/content/ThreadProcessPanel.vue:95",""
"NT0454","状态与功能提醒","已禁用","现有中文/翻译","已禁用","src/directory.ts:114",""
"NT0455","状态与功能提醒","已拒绝","现有中文/翻译","已拒绝","src/components/content/ThreadProcessPanel.vue:95",""
"NT0456","状态与功能提醒","已连接","现有中文/翻译","已连接","src/directory.ts:114",""
"NT0457","状态与功能提醒","已启用","现有中文/翻译","已启用","src/components/sidebar/SidebarThreadTree.vue:944",""
"NT0458","状态与功能提醒","已取消","现有中文/翻译","已取消","src/components/content/AutomationRunList.vue:23；src/directory.ts:114",""
"NT0459","状态与功能提醒","已失效","现有中文/翻译","已失效","src/components/api-proxy/ApiProxyPanel.vue:139",""
"NT0460","状态与功能提醒","已授权","现有中文/翻译","已授权","src/components/content/DirectoryHub.vue:278",""
"NT0461","状态与功能提醒","已提交续跑","现有中文/翻译","已提交续跑","src/components/sidebar/SidebarThreadTree.vue:944",""
"NT0462","状态与功能提醒","已跳过","现有中文/翻译","已跳过","src/components/settings/AccountActivation.vue:73",""
"NT0463","状态与功能提醒","已停用","现有中文/翻译","已停用","src/components/api-proxy/ApiProxyPanel.vue:208",""
"NT0464","状态与功能提醒","已停止","现有中文/翻译","已停止","src/processActivity.ts:64",""
"NT0465","状态与功能提醒","已完成","现有中文/翻译","已完成","src/components/settings/AccountActivation.vue:73；src/processActivity.ts:64；src/subtasks.ts:25；src/threadGoal.ts:14",""
"NT0466","状态与功能提醒","已信任","现有中文/翻译","已信任","src/components/content/ThreadProcessPanel.vue:94",""
"NT0467","状态与功能提醒","已移除的账号","现有中文/翻译","已移除的账号","src/components/settings/AccountActivation.vue:114",""
"NT0468","状态与功能提醒","已有压缩请求，请先检查结果。","现有中文/翻译","已有压缩请求，请先检查结果。","src/api/threadCompaction.ts:132；src/server/threadCompactionGate.ts:25",""
"NT0469","状态与功能提醒","已暂停","现有中文/翻译","已暂停","src/components/content/AutomationRunHistory.vue:54；src/threadGoal.ts:13",""
"NT0470","状态与功能提醒","已中断","现有中文/翻译","已中断","src/components/content/ThreadProcessPanel.vue:95；src/subtasks.ts:25",""
"NT0471","状态与功能提醒","已阻止","现有中文/翻译","已阻止","src/processActivity.ts:64",""
"NT0472","状态与功能提醒","异步问题：已接入","现有中文/翻译","异步问题：已接入","src/App.vue:373",""
"NT0473","状态与功能提醒","应用目录暂时无法读取（上游 HTTP 403）。","现有中文/翻译","应用目录暂时无法读取（上游 HTTP 403）。","src/directory.ts:11",""
"NT0474","状态与功能提醒","与服务端版本不同，请刷新页面。","现有中文/翻译","与服务端版本不同，请刷新页面。","src/App.vue:371",""
"NT0475","状态与功能提醒","预算换算后需至少为 1 个完整 token","现有中文/翻译","预算换算后需至少为 1 个完整 token","src/api/threadCommands.ts:14",""
"NT0476","状态与功能提醒","预算请输入 token 数量，可使用 k、M、B","现有中文/翻译","预算请输入 token 数量，可使用 k、M、B","src/api/threadCommands.ts:8",""
"NT0477","状态与功能提醒","预算需为有效正数，且不能超过可精确表示的 token 数量","现有中文/翻译","预算需为有效正数，且不能超过可精确表示的 token 数量","src/api/threadCommands.ts:16",""
"NT0478","状态与功能提醒","原生接口未停止该进程，请检查当前状态。","现有中文/翻译","原生接口未停止该进程，请检查当前状态。","src/components/content/ThreadProcessPanel.vue:217",""
"NT0479","状态与功能提醒","运行中","现有中文/翻译","运行中","src/components/content/AutomationRunList.vue:23；src/processActivity.ts:64；src/subtasks.ts:25；src/threadGoal.ts:13",""
"NT0480","状态与功能提醒","运行中…","现有中文/翻译","Running…","src/components/sidebar/SidebarThreadTree.vue:847",""
"NT0481","状态与功能提醒","暂无激活记录","现有中文/翻译","暂无激活记录","src/components/settings/AccountActivation.vue:38",""
"NT0482","状态与功能提醒","暂无可选模型","现有中文/翻译","暂无可选模型","src/components/content/ModelReasoningPicker.vue:10",""
"NT0483","状态与功能提醒","暂无下次运行时间","现有中文/翻译","暂无下次运行时间","src/components/content/AutomationRunHistory.vue:54",""
"NT0484","状态与功能提醒","暂无已保存的直属子任务。","现有中文/翻译","暂无已保存的直属子任务。","src/components/content/ThreadTasksPanel.vue:15",""
"NT0485","状态与功能提醒","暂无用量","现有中文/翻译","暂无用量","src/components/accounts/AccountQuota.vue:11",""
"NT0486","状态与功能提醒","暂无用量信息","现有中文/翻译","暂无用量信息","src/App.vue:3528",""
"NT0487","状态与功能提醒","摘录只包含最近 10 回合的用户与最终回复，最多 6,000 字符；插入后可在草稿中编辑。","现有中文/翻译","摘录只包含最近 10 回合的用户与最终回复，最多 6,000 字符；插入后可在草稿中编辑。","src/components/content/TaskSearchDialog.vue:24",""
"NT0488","状态与功能提醒","账号或时刻数量无效","现有中文/翻译","账号或时刻数量无效","src/accountActivation.ts:9",""
"NT0489","状态与功能提醒","找不到对应问题，请刷新会话后重试。","现有中文/翻译","找不到对应问题，请刷新会话后重试。","src/composables/useDesktopState.ts:4901",""
"NT0490","状态与功能提醒","这次提交可能已经到达服务器。停止跟踪不会取消服务器上的队列消息或中止任务。","现有中文/翻译","这次提交可能已经到达服务器。停止跟踪不会取消服务器上的队列消息或中止任务。","src/components/content/DeliveryOutbox.vue:15",""
"NT0491","状态与功能提醒","这里没有子文件夹。","现有中文/翻译","No subfolders found here.","src/App.vue:513",""
"NT0492","状态与功能提醒","正在编辑队列消息","现有中文/翻译","正在编辑队列消息","src/App.vue:665",""
"NT0493","状态与功能提醒","正在处理","现有中文/翻译","正在处理","src/components/api-proxy/ApiProxyPanel.vue:64",""
"NT0494","状态与功能提醒","正在创建工作树并执行初始化。","现有中文/翻译","Creating a worktree and running setup.","src/App.vue:5071",""
"NT0495","状态与功能提醒","正在读取代理状态…","现有中文/翻译","正在读取出口状态…","src/components/api-proxy/ApiProxyPanel.vue:4",""
"NT0496","状态与功能提醒","正在读取所选账号模型目录","现有中文/翻译","正在读取所选账号模型目录","src/components/sidebar/SidebarThreadTree.vue:2152",""
"NT0497","状态与功能提醒","正在发送","现有中文/翻译","正在发送","src/delivery.ts:39",""
"NT0498","状态与功能提醒","正在加载 MCP 服务器…","现有中文/翻译","Loading MCP servers...","src/components/content/DirectoryHub.vue:62",""
"NT0499","状态与功能提醒","正在加载分支…","现有中文/翻译","Loading branch...","src/components/content/HeaderGitBranchDropdown.vue:257",""
"NT0500","状态与功能提醒","正在加载提交…","现有中文/翻译","Loading commits...","src/components/content/HeaderGitBranchDropdown.vue:105",""
"NT0501","状态与功能提醒","正在加载文件…","现有中文/翻译","Loading files...","src/components/content/HeaderGitBranchDropdown.vue:65",""
"NT0502","状态与功能提醒","正在加载自动化…","现有中文/翻译","Loading automations...","src/components/content/AutomationsPanel.vue:30",""
"NT0503","状态与功能提醒","正在上传 {percent}%（{processed}/{total}）","现有中文/翻译","{percent}% uploading ({processed}/{total})","src/components/content/ThreadComposer.vue:35",""
"NT0504","状态与功能提醒","正在为规划模式加载模型...","现有中文/翻译","Loading models for plan mode...","src/components/content/ThreadComposer.vue:808",""
"NT0505","状态与功能提醒","正在压缩上下文…","现有中文/翻译","正在压缩上下文…","src/compaction.ts:11",""
"NT0506","状态与功能提醒","正在运行命令","中文审核译文；当前源码为英文","Running command","src/composables/useDesktopState.ts:3231；src/composables/useDesktopState.ts:3254；src/composables/useDesktopState.ts:4023",""
"NT0507","状态与功能提醒","只显示已记录的片段或尾部，最多 32k 字符。","现有中文/翻译","只显示已记录的片段或尾部，最多 32k 字符。","src/components/content/ThreadProcessPanel.vue:48",""
"NT0508","状态与功能提醒","指定端口 {变量1} 不可用，正在使用 {变量2}。","中文审核译文；当前源码为英文模板","Requested port {变量1} was unavailable; using {变量2}.","src/cli/index.ts:299",""
"NT0509","状态与功能提醒","至少需要一个允许的 Telegram 用户 ID 或 `*`。","现有中文/翻译","At least one allowed Telegram user ID or * is required.","src/App.vue:2312",""
"NT0510","状态与功能提醒","重试回答","现有中文/翻译","重试回答","src/components/content/QueuedMessages.vue:25",""
